"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"asttro.m20-training.jpl.nasa.gov","nasa.gov","https://asttro.m20-training.jpl.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atcsim.arc.nasa.gov","nasa.gov","https://atcsim.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atcsim.nasa.gov","nasa.gov","https://atcsim.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atcviztool.arc.nasa.gov","nasa.gov","https://atcviztool.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atcviztool.nasa.gov","nasa.gov","https://atcviztool.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"athenam.ndc.nasa.gov","nasa.gov","https://athenam.ndc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"athlete.jpl.nasa.gov","nasa.gov","https://athlete.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atjsaccess.at.nasa.gov","nasa.gov","https://atjsaccess.at.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","","","","","","No"
"atjslrp01-pub.at.nasa.gov","nasa.gov","https://atjslrp01-pub.at.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","No","No","No","","","","","","No"
"atjsxfr01.at.nasa.gov","nasa.gov","https://atjsxfr01.at.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atlasops.jpl.nasa.gov","nasa.gov","https://atlasops.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atm.wff.nasa.gov","nasa.gov","https://atm.wff.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atmcorr.gsfc.nasa.gov","nasa.gov","https://atmcorr.gsfc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atmos.jpl.nasa.gov","nasa.gov","https://atmos.jpl.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atmos.pds.nasa.gov","nasa.gov","https://atmos.pds.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atmospheres.gsfc.nasa.gov","nasa.gov","https://atmospheres.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atmoweb.gsfc.nasa.gov","nasa.gov","https://atmoweb.gsfc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atmsaccess.at.nasa.gov","nasa.gov","https://atmsaccess.at.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","","","","","","No"
"atrain.gesdisc.eosdis.nasa.gov","nasa.gov","https://atrain.gesdisc.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"atrain.gsfc.nasa.gov","nasa.gov","https://atrain.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atrain.nasa.gov","nasa.gov","https://atrain.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"atrain.sci.gsfc.nasa.gov","nasa.gov","https://atrain.sci.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"attic.gsfc.nasa.gov","nasa.gov","https://attic.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aura.gesdisc.eosdis.nasa.gov","nasa.gov","https://aura.gesdisc.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aura.gsfc.nasa.gov","nasa.gov","https://aura.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aurapar1.ecs.nasa.gov","nasa.gov","https://aurapar1.ecs.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aurapar1.gesdisc.eosdis.nasa.gov","nasa.gov","https://aurapar1.gesdisc.eosdis.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aurapar1u.ecs.nasa.gov","nasa.gov","https://aurapar1u.ecs.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aurapar2.ecs.nasa.gov","nasa.gov","https://aurapar2.ecs.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aurapar2.gesdisc.eosdis.nasa.gov","nasa.gov","https://aurapar2.gesdisc.eosdis.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aurapar2u.ecs.nasa.gov","nasa.gov","https://aurapar2u.ecs.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"auraraw1.ecs.nasa.gov","nasa.gov","https://auraraw1.ecs.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"auraraw1.gesdisc.eosdis.nasa.gov","nasa.gov","https://auraraw1.gesdisc.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"auraraw1u.ecs.nasa.gov","nasa.gov","https://auraraw1u.ecs.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"auth.launchpad-sbx.nasa.gov","nasa.gov","https://auth.launchpad-sbx.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"auth.launchpad.nasa.gov","nasa.gov","https://auth.launchpad.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"authfs.launchpad-sbx.nasa.gov","nasa.gov","https://authfs.launchpad-sbx.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"authfs.launchpad.nasa.gov","nasa.gov","https://authfs.launchpad.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"autodiscover.at.nasa.gov","nasa.gov","https://autodiscover.at.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"autodiscover.jpl.nasa.gov","nasa.gov","https://autodiscover.jpl.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"autodiscover.nasa.gov","nasa.gov","https://autodiscover.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"autodiscover.russia.nasa.gov","nasa.gov","https://autodiscover.russia.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","No","Yes","No","Yes","No","No","No","No","No"
"ava.jpl.nasa.gov","nasa.gov","https://ava.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"avdc.gsfc.nasa.gov","nasa.gov","https://avdc.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"avdc1.gsfc.nasa.gov","nasa.gov","https://avdc1.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"aviationsystems.arc.nasa.gov","nasa.gov","https://aviationsystems.arc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"aviationsystemsdivision.arc.nasa.gov","nasa.gov","https://aviationsystemsdivision.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"aviris-ng.jpl.nasa.gov","nasa.gov","https://aviris-ng.jpl.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"aviris.jpl.nasa.gov","nasa.gov","https://aviris.jpl.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"avirisng.jpl.nasa.gov","nasa.gov","https://avirisng.jpl.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"awt.grc.nasa.gov","nasa.gov","https://awt.grc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"babelfish.arc.nasa.gov","nasa.gov","https://babelfish.arc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"babelfish.ndc.nasa.gov","nasa.gov","https://babelfish.ndc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bacodine.gsfc.nasa.gov","nasa.gov","https://bacodine.gsfc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"badgesignup.grc.nasa.gov","nasa.gov","https://badgesignup.grc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"ballistics.grc.nasa.gov","nasa.gov","https://ballistics.grc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"basalt.arc.nasa.gov","nasa.gov","https://basalt.arc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"baseball.grc.nasa.gov","nasa.gov","https://baseball.grc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"basin.jpl.nasa.gov","nasa.gov","https://basin.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"basketball.larc.nasa.gov","nasa.gov","https://basketball.larc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"batse.msfc.nasa.gov","nasa.gov","https://batse.msfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"batteryworkshop.msfc.nasa.gov","nasa.gov","https://batteryworkshop.msfc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bcc.jsc.nasa.gov","nasa.gov","https://bcc.jsc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bcmmpxvpn01.ndc.nasa.gov","nasa.gov","https://bcmmpxvpn01.ndc.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"beacon.jpl.nasa.gov","nasa.gov","https://beacon.jpl.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"beamartian.jpl.nasa.gov","nasa.gov","https://beamartian.jpl.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","No","Yes","Yes","No","Yes","No","No","No","No"
"beautifulearth.gsfc.nasa.gov","nasa.gov","https://beautifulearth.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"beoc.ccs.esmo.nasa.gov","nasa.gov","https://beoc.ccs.esmo.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bepposax.gsfc.nasa.gov","nasa.gov","https://bepposax.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"beta-api.urs.eosdis.nasa.gov","nasa.gov","https://beta-api.urs.eosdis.nasa.gov","National Aeronautics and Space Administration","censys-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"beta.urs.eosdis.nasa.gov","nasa.gov","https://beta.urs.eosdis.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bets.gsfc.nasa.gov","nasa.gov","https://bets.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"beyondeinstein.gsfc.nasa.gov","nasa.gov","https://beyondeinstein.gsfc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"beyondeinstein.nasa.gov","nasa.gov","https://beyondeinstein.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bhi.gsfc.nasa.gov","nasa.gov","https://bhi.gsfc.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bhp-art.jsc.nasa.gov","nasa.gov","https://bhp-art.jsc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bigexplosions.gsfc.nasa.gov","nasa.gov","https://bigexplosions.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"blackholeimager.gsfc.nasa.gov","nasa.gov","https://blackholeimager.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"blogs.jpl.nasa.gov","nasa.gov","https://blogs.jpl.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"blogs.nasa.gov","nasa.gov","https://blogs.nasa.gov","National Aeronautics and Space Administration","dap, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"blueice.gsfc.nasa.gov","nasa.gov","https://blueice.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bluemarble.nasa.gov","nasa.gov","https://bluemarble.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bocachica.arc.nasa.gov","nasa.gov","https://bocachica.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bose.jpl.nasa.gov","nasa.gov","https://bose.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bowie.gsfc.nasa.gov","nasa.gov","https://bowie.gsfc.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"brainbites.nasa.gov","nasa.gov","https://brainbites.nasa.gov","National Aeronautics and Space Administration","eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bram.gsfc.nasa.gov","nasa.gov","https://bram.gsfc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bsgapps.arc.nasa.gov","nasa.gov","https://bsgapps.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"buffalo.jpl.nasa.gov","nasa.gov","https://buffalo.jpl.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"bugs.earthdata.nasa.gov","nasa.gov","https://bugs.earthdata.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bugs.sit.earthdata.nasa.gov","nasa.gov","https://bugs.sit.earthdata.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"bugs.uat.earthdata.nasa.gov","nasa.gov","https://bugs.uat.earthdata.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot","Yes","Yes","Yes","Yes","No","No","No","No","No"
"builds.worldwind.arc.nasa.gov","nasa.gov","https://builds.worldwind.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
"byss.arc.nasa.gov","nasa.gov","https://byss.arc.nasa.gov","National Aeronautics and Space Administration","rdns-snapshot, eot2016","Yes","Yes","Yes","Yes","No","No","No","No","No"
